,eeg signal
203,-2.0362220501469386
204,-9.509121784658555
205,-0.3129222810849623
206,-0.9192498150823107
207,-17.901455408167774
208,-5.178620001431597
209,7.308403757661758
210,-2.955923504467833
211,-4.100573665088826
212,-3.6153664977076927
213,4.955250839249907
214,5.718872719815
215,8.440403013956443
216,8.351961154413448
217,-9.06786239763112
218,9.646686430678175
219,14.08372503936194
220,1.1917281595113494
221,-8.399174311145666
222,2.031475585870051
223,7.977273744923665
224,-9.854366807496248
225,3.191505716040612
226,-0.2691912847212057
227,-11.873959808027138
228,-8.437590116086854
229,-1.3222622140980138
230,6.266681482559357
231,-14.756167583552603
232,-5.752933289790224
233,-2.3694176990672786
234,1.0003293825615138
235,4.5083056183819
236,2.409839697584799
237,15.344080424195441
238,-9.153523468658857
239,-7.186592165351167
240,-6.340473342046635
241,9.634387165456783
242,2.532931112620835
243,-2.950813881194371
244,-2.9054491811182803
245,-2.570996439151376
246,26.012239361205904
247,-0.5742047304776194
248,3.781015490690174
249,5.09842499672706
250,-15.940427329214105
251,4.413974268202097
252,3.5877707887265347
253,1.8521787473751776
254,2.681921129462199
255,-7.690335241898088
256,-5.540710254864822
257,-9.748999104941909
258,-11.024859373517444
259,10.351908880576897
260,1.1054306523240482
261,18.297939793694127
262,7.661451530519807
263,-2.7123676942886377
264,4.549939404315683
265,1.7469708158582016
266,-4.032494798615125
267,-9.326445477978691
268,5.013020396445109
269,0.14529151964466158
270,5.2055623057761835
271,-1.5181824406092852
272,2.2674604227053927
273,-2.982409768080295
274,2.009393955267997
275,10.974629441453159
276,3.5504451762114613
277,-4.347244140270563
278,-6.208078124434408
279,5.290640259202656
280,-5.335864648907905
281,-5.037572913281703
282,-19.092017089316705
283,-6.2080433513096835
284,19.38885051436116
285,0.30855752141328585
286,1.37783100921663
287,-13.956617489621578
288,-17.69515695442147
289,-5.40464629702309
290,8.879924456212727
291,-7.14402208805506
292,-16.645484707676605
293,-15.49353206988494
294,5.027629074652001
295,-4.276609898157744
296,16.151230760252822
297,0.5652079182160987
298,1.672989643725218
299,-8.197535906612933
300,-3.1929919784609617
301,-18.775621484128827
302,8.607160348832469
303,-4.756161786490041
304,-2.218072799067995
305,-9.961118325920024
306,2.6744817501190807
307,14.27238419480031
308,3.3632034804672357
309,-9.237371200455202
310,-8.749800225493559
311,-5.124651968086782
312,15.7413466440871
313,-1.7893974901053258
314,-12.239583681969046
315,-10.239003761380332
316,-0.7277756558486379
317,-2.4076487314891457
318,-8.867538716298602
319,-20.841939847458985
320,-4.01730338232122
321,12.33561345106662
322,3.884728505739617
323,-4.045248993254658
324,5.868581240685309
325,-14.04031227491443
326,8.230217396191165
327,-7.034957951950032
328,-7.074329127655982
329,2.8020342764730053
330,-4.140989011621016
331,13.396665938759952
332,6.8524781085355295
333,0.9178322091009696
334,0.6884521105634498
335,8.846515120585922
336,13.464342064183027
337,1.9326873679050989
338,-1.1621879688721917
339,6.080408728875328
340,5.41865984827834
341,-3.2482726393263515
342,7.605166540200978
343,7.561002121523801
344,0.6604698837893519
345,-9.658944790543948
346,-0.49199030277738487
347,4.9703733319429935
348,-1.126802182758075
349,5.780098652068201
350,0.4165126527746592
351,-11.626240899503212
352,-1.3262683869678944
353,-1.307303778885287
354,9.705515601710442
355,-25.417978210283174
356,-7.993686040411611
357,-7.358593719925302
358,-12.522850196975478
359,8.997452092297655
360,11.251170195293973
361,7.585859687723281
362,7.940533080116498
363,6.8394036405409
364,12.83673150987088
365,4.673200455562284
366,10.213684988423733
367,-13.889049122961815
368,-21.988698754415545
369,9.803623217529033
370,3.699080363380914
371,-7.698483471674983
372,0.11962455600430477
373,3.2909241487573
374,-3.6245096674802406
375,-5.493645330816818
376,2.170219253572919
377,-12.34326702209942
378,-6.3727579890425545
379,-9.460315377902866
380,-2.205785304821341
381,14.646552305337273
382,-8.022427100325507
383,13.80245311489774
384,13.813096229006145
385,5.782660001137178
386,6.142003778832327
387,-8.726417318062488
388,10.056746451914714
389,2.815064635075605
390,12.953466860528367
391,8.501000314096572
392,-3.9200222238960905
393,1.2483034362989933
394,0.8606993324418766
395,-4.7755586900038836
396,5.504373271532868
397,-4.033531243265427
398,11.3580125694577
399,-10.520787315848846
400,0.02587456010928013
401,-19.9755665228983
402,-2.939524540429005
403,-0.3941673612499468
404,3.9010623069731105
405,-0.34118760394854375
406,-4.268111529620416
407,-0.9278783287295322
408,-4.520366378440863
409,5.72635308928257
410,6.633715483383451
411,0.6188342081098113
412,-9.8742709327026
413,-12.59987497239862
414,-2.5906070626826425
415,3.617001118320597
416,7.273254652428452
417,0.5064588311462863
418,-4.9308619235827615
419,7.965406697335753
420,14.172134859282393
421,4.486399098456931
422,14.61184561782978
423,-13.637389203219147
424,5.684378987142656
425,14.922768049581197
426,1.4732890889912884
427,7.866491627031079
428,-5.167708541350885
429,17.206351901863393
430,-4.471347232886368
431,5.731172181036293
432,10.48641193014521
433,-3.2481562725311917
434,-7.219542293434817
435,18.844731174217035
436,9.157796803078636
437,0.6747496112388776
438,-0.1177345549352311
439,17.656236480607006
440,7.427713594060227
441,-9.042401005191282
442,15.798601578361536
443,0.7795950062852285
444,-3.6700712439449648
445,-7.538903926570612
446,7.672252035695822
447,22.1515743908894
448,9.495535371540944
449,17.194287542718094
450,-2.0560136343671034
451,-19.253514245599725
452,2.3359304494053577
453,-12.511575006867922
454,-17.30492942503436
455,18.89086239717947
456,11.34790460916478
457,7.408711124801638
458,-5.444150286713823
459,-11.254933130228078
460,-6.034212034550897
461,-5.1760625690346895
462,23.135131246941985
463,-5.060944135115531
464,11.939053041004875
465,7.447965045024957
466,-5.187794639488277
467,-9.389689205004988
468,-24.641260185922263
469,2.7052876703888957
470,-12.278447070978931
471,-9.236251919435624
472,-6.174427880533746
473,-17.893023169740943
474,14.975688442956006
475,-3.0519293426972087
476,-12.361455680023342
477,-5.795328977587828
478,16.252048681844904
479,-14.362805301648763
480,4.554740017695982
481,-10.012145519161328
482,-4.788697021909313
483,5.005403476131974
484,1.776022435032468
485,-0.200380349958432
486,21.294825390063743
487,-4.2733402345477405
488,22.16893206872028
489,4.886374150393049
490,-12.560264856801933
491,4.826662524651353
492,8.347489329292365
493,-11.908833003167686
494,-1.2523662957988229
495,-7.772657016535278
496,4.999617206148934
497,-14.493035900124285
498,-6.351597380812105
499,2.5460620933528544
500,-10.301535712683373
501,6.671236439423227
502,1.4960805345291135
503,11.88598388255187
504,-9.503761225860927
505,-4.929089573004272
506,-4.13459448157742
507,-5.212910338215109
508,0.12401536642929578
509,-0.44134008859009866
510,6.876414954435221
511,9.277183589030711
512,-1.9847356274946701
513,-12.66538955766959
514,-0.8095822794732485
515,-6.665659569279443
516,-2.27527481715188
517,12.356140185653674
518,7.469925071627979
519,-5.476551516400195
520,-0.502877284567318
521,-11.291584298330463
522,1.2945450861877483
523,-5.12541464863899
524,5.284814745473749
525,-10.535576338794588
526,-12.963943433162669
527,8.758578619020653
528,6.345011973332175
529,11.710649787417239
530,-5.513492799949065
531,-11.500377572458333
532,-11.496454707033413
533,13.634882526948834
534,6.47087977103978
535,2.8477639226620473
536,8.699521098647974
537,-3.4018922175200466
538,3.487022478554792
539,0.45588914869746966
540,-7.49730055640795
541,2.7038319138582017
542,0.10646139025929902
543,-7.455853202500988
544,-8.88330269316987
545,-16.554646887395602
546,-5.805207789398292
547,-9.213090144826314
548,-9.23094099247435
549,-7.183888693960498
550,5.36387047438806
551,10.437931723834138
552,-1.1971318343201072
553,16.501723090780416
554,-15.006967357342138
555,-11.359094018635771
556,10.459512165823208
557,11.324144517324848
558,10.493626631256213
559,-11.498667145207868
560,-3.119343835825815
561,5.668876937619212
562,2.3493170173109323
563,0.3874070635779985
564,-2.949238127011915
565,-15.0397833011719
566,-2.8643318516089753
567,-4.715705849688041
568,10.771868754980169
569,23.320342970052266
570,-1.2491511966096294
571,-8.048313079208818
572,-3.67771829469686
573,10.434295090507291
574,1.7913417870831159
575,-7.241161712366877
576,-10.526544007469257
577,-6.923463773630984
578,8.143388179461489
579,-8.305463999189794
580,-1.8922921652174978
581,-5.364955532505327
582,11.630627435780086
583,1.8091467863070316
584,-19.99205844130996
585,-7.4628237071023715
586,-14.94160461426322
587,11.155894387249107
588,7.116087845286243
589,-6.328209866839684
590,-1.6196331956730576
591,0.6584324364469092
592,0.5574685027990651
593,12.829152228420181
594,3.076259107804555
595,-2.949548334841848
596,-1.7039640025700082
597,-3.0650106453244406
598,17.335758335707936
599,-14.356697010764462
600,-4.505900071333688
601,11.475194720730775
602,7.201412629606199
603,-1.3886541193723625
604,-0.05610682966006486
605,3.618576798673118
606,-13.026858964913087
607,4.351609876662499
608,-6.54264378106515
609,-0.1922695898828397
610,-20.031894878473448
611,-0.23852561252440418
612,-4.823168726272295
613,4.669741117870937
614,-4.4162846731167305
615,-7.8143721072057915
616,-9.031153589658995
617,10.21303202000337
618,6.9877085531504175
619,-1.5018892729798976
620,-16.739139380339857
621,13.55111723257732
622,-6.665772162058907
623,-6.361361076700072
624,5.623207877684439
625,-9.05847516099326
626,-1.696007665117776
627,0.7490618783373355
628,2.0285002566564057
629,-0.2637959936001828
630,-6.024423998662027
631,-6.39476441449348
632,-3.3627908568154767
633,-8.147916997317347
634,-12.123252234542404
635,3.1082058256957903
636,-2.6325537960765377
637,5.265077466362843
638,-1.969900353202694
639,-2.082138239799848
640,0.15734242136304788
641,1.4890500369107167
642,-4.594637686788212
643,3.7249302507129096
644,-20.907020123682475
645,4.280457320504601
646,-15.118832073987097
647,8.22289449279184
648,1.4677039570472448
649,0.28320358865047013
650,-6.5977202754816044
651,10.97768732791517
652,-6.446999195416733
653,4.9925486661132235
654,12.951791546729336
655,-6.369478012202459
656,-1.429572763176989
657,-1.3705945352841646
658,1.186013110135757
659,-3.1988827829734037
660,2.616980642512376
661,-0.5282289869720511
662,-6.14326276570347
663,1.9593799378719714
664,-22.861780845888045
665,-0.17321689849837507
666,-3.5992825402096065
667,-1.3069918544398476
668,13.480485923102393
669,-1.0778062612552302
670,-14.632171653339809
671,9.766239938946473
672,14.347251014653136
673,8.204499892529508
674,15.81317341085252
675,9.6186583909035
676,4.4570717017966075
677,8.56144718636623
678,4.509969981063344
679,-0.7312735111918736
680,-6.229771907404602
681,4.86581676080584
682,2.9176893396982475
683,10.98778243655983
684,-8.118849127749282
685,-14.422745971367549
686,-13.289665235081438
687,1.3963005714972843
688,5.9572174721029665
689,10.094338881614062
690,16.94484931060022
691,13.583824250487261
692,14.413106534611106
693,-2.046531344138843
694,-21.93260208969719
695,8.461517275941127
696,1.8545696190873218
697,13.98312081854366
698,6.132898446221753
699,0.9429306634959636
700,-4.5246277687693714
701,3.567849536651162
702,9.435367821573895
703,0.6464699098226507
704,6.665666306720588
705,-4.176073089730649
706,20.331295193443342
707,-7.890032737597959
708,-8.708112087773952
709,2.413397355656288
710,-6.987620555711002
711,-9.132146820447907
712,4.693538500600703
713,-19.571177305362866
714,5.739864662039931
715,-6.7202862851773535
716,7.93517345672881
717,-7.999404602264519
718,9.772760232610482
719,4.665618915736914
720,4.295554401454894
721,-0.338536469156651
722,-12.308053109129368
723,2.7208571669616624
724,6.2293691862671094
725,3.437179685209122
726,-6.372353537132582
727,-7.051114311876222
728,1.135169118390701
729,0.5301006270968451
730,7.2540852975101915
731,-4.538675486945212
732,9.446947111675824
733,1.827075585782347
734,-5.891158953968333
735,-0.9523002890164137
736,-7.234276591802923
737,2.465836080376569
738,-2.075847912648718
739,13.4628405122173
740,-7.941428164614486
741,19.14579488295857
742,3.166019200295843
743,-7.450464174109493
744,4.291119265813386
745,-3.2849199556440247
746,-3.9712222992323127
747,-1.537604807516444
748,0.4908427661164185
749,7.553830482375491
750,-0.7746921091246328
751,10.272638254661844
752,6.586622728215986
753,1.292438316206968
754,10.668337732284847
755,24.902913535762554
756,-15.387519164328545
757,-9.98095835614384
758,0.28363061699961367
759,-14.082152578128577
760,1.956451043549413
761,1.9158701388782657
762,-1.4189548858670062
763,0.0788452045812228
764,0.5260627290571473
765,4.79470976979699
766,-4.900715552376734
767,8.078037719442367
768,10.139589061075325
769,13.643272952224777
770,-4.0599874482361615
771,7.63915194910643
772,1.2695673889164878
773,4.623595057690536
774,-12.671374345871747
775,-3.972955896870599
776,13.095806408433852
777,-2.250672979307607
778,10.247184447045134
779,-10.369097326007306
780,-0.5647708161349572
781,-9.41209338430646
782,6.700999881328128
783,-4.909422313588195
784,-4.930539558472569
785,-8.525506416194332
786,3.044358311053588
787,3.6604941214263342
788,6.885899987000463
789,-25.682040419823117
790,2.442008131276677
791,-13.114960878564208
792,4.162732354430564
793,2.8721901877583944
794,25.475379942404278
795,-4.880833656171196
796,-19.343324316088683
797,6.083137666636375
798,-10.578305377605188
799,-6.234639731024462
800,4.729352952477074
801,-0.31553158860965036
802,-4.857840941586561
803,5.815407220444236
804,-4.622047730002745
805,-4.5835312575634735
806,20.516751568503768
807,1.070187515068361
808,-8.593006921281082
809,0.7078714689894681
810,-1.881521823425578
811,0.6641698528686598
812,11.063668788564517
813,1.4665257584400906
814,-3.840482745993345
815,10.564108051909413
816,-1.3450149974859613
817,1.7401504318999366
818,3.713299756157996
819,1.5415059221924028
820,-2.4294774027647628
821,-4.37477631461209
822,12.43755361865669
823,7.647747662937169
824,-4.606117366286302
825,-5.882496969973179
826,4.123912432141107
827,11.499588395411998
828,16.181056452008683
829,-14.975336827458754
830,-0.3009387532320738
831,-2.7074720087875948
832,18.515429365485918
833,10.574265527291704
834,-7.61828476442738
835,-3.5361842238687116
836,8.00193094060942
837,10.15502780618192
838,3.1509352180984584
839,1.7868154625479067
840,6.488171099742949
841,-4.579112354114436
842,-3.090779113281346
843,-6.476768092475401
844,7.8091798598126925
845,-2.9282201148001046
846,-17.30304679809273
847,-5.391559905701746
848,5.18789481043537
849,-8.515675124911263
850,1.822625975241977
851,2.225165682413011
852,-0.08236379285746143
853,0.5412428566181648
854,4.848527275533817
855,2.920634863961018
856,-10.064159854121222
857,-2.268533204204089
858,-7.767338283297761
859,-12.470823975127631
860,12.193659548193517
861,7.318626577482021
862,10.882304461849776
863,-1.7221490001198454
864,-0.024751798897100663
865,7.855951818702593
866,2.8067574893125657
867,24.20824075847294
868,-2.056884419100119
869,-2.4843263103807187
870,12.14763851776829
871,14.806535704449905
872,-12.236538173752662
873,-3.1785653531839935
874,-9.962255620437286
875,8.706797625077039
876,5.9020152828906385
877,-10.528671700319759
878,9.285709382546464
879,7.075589654292955
880,-8.432466338242538
881,-3.3632067339155425
882,9.933636648928458
883,9.389560825238565
884,-3.3579976945280983
885,-0.1840367938539993
886,16.5907498983169
887,-4.466849359067964
888,12.11409293565162
889,8.336454624692047
890,8.844527256202786
891,-9.37611932830201
892,-3.5450774946701253
893,-18.077840096451766
894,-0.42616664177904245
895,-0.132361393507467
896,12.575211939864499
897,13.576955600259112
898,5.166826985832038
899,-2.984612891372257
900,7.667888401135159
901,21.005715393551327
902,0.7645392210139492
903,-1.2912498713588825
904,-7.256699485334666
905,-2.0881884304554434
906,2.956314282721197
907,-0.5896392380865341
908,15.106465205505332
909,4.26192752532026
910,-0.6296501296096455
911,19.693424938001336
912,-0.0569991531362537
913,7.220425895917143
914,-0.16612534685593894
915,-7.405476022825513
916,-2.2049253408019798
917,10.617083562263469
918,12.271680057778694
919,-2.960452103115041
920,4.164647485865963
921,5.843369531687952
922,2.8867271505865197
923,-10.87665288495413
924,2.899404809285835
925,-0.7325430877425032
926,14.937472758320556
927,-2.635482772499026
928,-7.979980863766489
929,-4.407987192941564
930,-8.728808596790348
931,4.5920671984484285
932,4.407687378293545
933,8.79878619645203
934,-8.384504065133614
935,-8.30620069617523
936,13.350918891906801
937,-18.361431737485084
938,27.271660570230477
939,-3.946083833748856
940,-1.2670121200004765
941,13.81292774697663
942,8.781424859336077
943,-3.345305739867113
944,4.877099118128805
945,12.71527761466882
946,-18.60586447797264
947,5.331841108051179
948,-7.2833134130843495
949,-0.29824459100353273
950,-3.9445956074302857
951,10.306323706430298
952,-6.69637624535029
953,-12.341496702339068
954,8.156137491831158
955,-1.8284536483826601
956,6.150834566076386
957,-9.386154071944834
958,-9.645135944119511
959,4.812809454046602
960,-18.023048895532042
961,-6.504881450128673
962,-10.858028911819414
963,5.770474770641735
964,2.2711697346599173
965,20.434560905271677
966,6.672774285276716
967,8.88882836703952
968,-5.162844823085959
969,1.6839605393625576
970,-3.180944384361966
971,3.9332214637454523
972,-1.615527312178334
973,-4.203420052738793
974,-0.16598297643196336
975,-10.045797523665932
976,4.77871247722992
977,3.6197743520023042
978,15.628120546703206
979,20.355562927147794
980,3.9871873440611063
981,-31.0936758014671
982,12.410154142195934
983,-2.387172426493302
984,4.533505074233578
985,-14.281596932324609
986,-0.8163380879902755
987,10.519316549570608
988,-1.2324276840399473
989,-8.856111710119379
990,-3.0543797387885316
991,-0.7573301049400121
992,-6.094428046379169
993,-5.1165211078038055
994,0.47008832628809216
995,7.095896063621476
996,-12.858998596976338
997,-7.290780504426436
998,-9.931231393863502
999,-1.875979652882927
1000,0.5148080393945276
1001,3.160620247917455
1002,6.170474462111934
1003,1.1033366061192835
1004,-3.432823150553841
1005,5.154031985357619
1006,-2.475776535440949
1007,15.481851082604475
1008,-23.5219532169156
1009,6.314830918463234
1010,-6.032304223286051
1011,3.627576824175769
1012,3.1181811499734793
1013,12.781200322945649
1014,20.807631532359846
1015,10.398218995671805
1016,-1.1390844116612318
1017,6.136837746228563
1018,1.2292431061854743
1019,7.941094063387516
1020,-7.975892869711738
1021,0.8511078814373838
1022,5.699011366674567
1023,-7.822246840991545
1024,-5.827023145946275
1025,10.807245301146558
1026,1.6308924409050585
1027,7.3477882244907295
1028,0.7147320949110763
1029,11.35159484993857
1030,-14.1926156936959
1031,-3.8316656771107667
1032,9.9356028104447
1033,-8.175301554479441
1034,4.906375250444477
1035,-3.9964760265136894
1036,-2.7086096824152337
1037,-4.412338716423423
1038,6.627212225988552
1039,-1.7722800087924746
1040,-6.149517266769332
1041,-5.980330413181848
1042,13.789067806525274
1043,12.52417808268947
1044,20.68631264602302
1045,5.656436244898204
1046,10.0934590293204
1047,21.484613854465405
1048,11.497573663374283
1049,-0.055135121504223505
1050,3.5616741734162787
1051,11.296646244737405
1052,-1.2392058004901276
1053,12.20068973623981
1054,-10.365495236825316
1055,-1.3084252596048958
1056,-2.0433818682142326
1057,26.092627950530087
1058,1.946366032513042
1059,5.113582860818587
1060,-3.515614967997116
1061,-22.904558604854326
1062,6.353494506094522
1063,-3.930918327270254
1064,-8.488433123805176
1065,1.6326602942906163
1066,12.614056862796708
1067,5.732240940761626
1068,1.5428688497422864
1069,1.086035196133514
1070,-20.42723431293622
1071,-0.944170356673566
1072,-16.56858920415018
1073,6.600328729769369
1074,-2.8889903247851914
1075,3.0178664399455286
1076,-0.45383805845293923
1077,-0.40511292200376126
1078,2.5319382567253705
1079,13.32315439386363
1080,8.11573726769266
1081,14.563740357775249
1082,-12.50798035356205
1083,11.401090377296041
1084,-3.91228467933451
1085,7.378101436688323
1086,2.2359413119546945
1087,8.171111371814415
1088,7.116610735232279
1089,0.8349579341681932
1090,-13.296384328882453
1091,5.46876333811083
1092,0.19868305981577983
1093,-3.139330890806372
1094,-12.461643927392132
1095,4.55778170114868
1096,4.8101687738199965
1097,10.394569571872317
1098,-11.713571782921244
1099,-4.342510653069395
1100,3.7491485125273405
1101,-10.486461156805007
1102,2.1033438881627653
1103,-4.813267427804271
1104,-21.446238799392503
1105,-9.627656898073717
1106,-0.884980608724856
1107,-5.06252704025838
1108,-9.988346779710184
1109,-2.805293496949078
1110,-6.446664893770336
1111,-7.066122589744338
1112,2.4434175112040037
1113,-1.5608154259081264
1114,9.141210222094482
1115,-11.33023253234424
1116,-3.038842123187493
1117,-2.211731426260838
1118,2.2492622819251924
1119,-9.117032184696399
1120,-1.2239955587111286
1121,5.508013307550478
1122,-3.7700096138152883
1123,-12.616898947709593
1124,8.135806168084198
1125,-1.6386254431444156
1126,0.9753600460169181
1127,-4.98040059778378
1128,-1.5426539675802111
1129,0.31140172082790496
1130,1.857929672455621
1131,5.49931340279327
1132,0.7197445836641941
1133,8.634420600364082
1134,-3.3924519473062658
1135,4.726539299734346
1136,-2.6106051480599635
1137,11.666044315216034
1138,-28.114313526299014
1139,-1.3657797015496964
1140,-10.674245850715506
1141,-5.591905192147065
1142,-6.233069001660192
1143,-17.17394239785954
1144,-5.348118796732681
1145,-6.125679245853615
1146,-2.5378544791827884
1147,-3.5105892866165673
1148,-20.296622643201847
1149,0.10651239291395603
1150,0.13724137783966794
1151,-2.8103022671381863
1152,7.148715268979054
1153,-14.487590996966077
1154,-10.659657184422073
1155,1.6976014547051714
1156,-2.9880448343323174
1157,10.342666485693348
1158,10.164650529482211
1159,-7.926764561381961
1160,-3.409861185858203
1161,-0.34723431612758526
1162,-2.79959746489235
1163,-8.965856783374083
1164,-0.8624281841748109
1165,-13.606847048855883
1166,-4.455074563404914
1167,2.7442335189916465
1168,-11.56656498556761
1169,4.989098865972842
1170,3.980167749294965
1171,-1.3142494346594118
1172,-12.367804710883181
1173,-12.744958375291567
1174,20.40001024311968
1175,2.6522470069274364
1176,9.291165960987044
1177,-6.084392349268736
1178,-2.802553129625033
1179,1.3972931236251367
1180,-8.942352435503656
1181,-5.248941622933972
1182,-1.9118877776189702
1183,10.13716826856173
1184,12.977660665910138
1185,-11.069275433732656
1186,6.985386319613328
1187,-1.6106690409407567
1188,-13.996766497511484
1189,1.848039989040184
1190,-6.945208546401933
1191,8.363640602001102
1192,-3.0313395847125113
1193,2.246382470039313
1194,-10.604341612347564
1195,-6.861565033033466
1196,-10.242061420796835
1197,7.7080034498739
1198,5.4920482502903605
1199,2.5420986857388623
1200,-6.042303950459174
1201,-16.642379956571197
1202,-13.009129646586615
1203,5.39376470558737
1204,11.168115807099552
1205,-4.681466131471604
1206,3.9337249015591054
1207,5.1802978497431855
1208,-2.675921748075252
1209,7.4681813102142245
1210,-4.596423842062814
1211,6.79808177213199
1212,-0.9269658464995576
1213,-4.245706679594637
1214,-20.596217757521345
1215,-2.2414399776668414
1216,1.3489982456035348
1217,10.280689783402831
1218,-2.651425091957216
1219,-6.153527780117793
1220,2.1385505169440457
1221,-28.215501116717164
1222,9.513517866362525
1223,2.7902442207691687
1224,5.1908481290877715
1225,3.1358848851719845
1226,-10.38511642942731
1227,0.8870157354092916
1228,-11.521110563314213
1229,-1.3819915060790748
1230,-1.4564858927868551
1231,-5.26945864558156
1232,11.45573092524495
1233,-8.37235773355692
1234,22.07951322929993
1235,8.409914009370276
1236,-5.6695841330127745
1237,12.21706649613973
1238,-2.3177642086905967
1239,-4.942899132502786
1240,4.3774910822665305
1241,9.7116455887347
1242,8.636605647898609
1243,9.428526161458757
1244,17.87166357267803
1245,3.867294485371463
1246,3.1896879804331113
1247,2.5217407239011367
1248,8.596470291184598
1249,0.3427927129202597
1250,-3.0521351695345844
1251,9.749393022957484
1252,-6.304185611068025
1253,-13.214220307324933
1254,2.884199311921565
1255,3.4232396734192565
1256,-2.374012615979762
1257,-6.635700151872726
1258,20.039582250378537
1259,-10.42716555612046
1260,0.19125059279523593
1261,7.0710513569361995
1262,6.91672936286295
1263,5.221537444444761
1264,11.373133207978896
1265,4.334934938560606
1266,14.127699294462998
1267,7.60914568820015
1268,-14.67054377712741
1269,2.6752692016694257
1270,10.588909851444855
1271,-14.386298583927243
